llave_sintetica,k
U_01_1_5-9,40
U_01_2_10-14,20
U_01_2_15-19,42
U_01_2_5-9,34
U_01_2_Menor de 1,49
U_02_1_1-4,11
U_02_1_10-14,6
U_02_1_15-19,12
U_02_1_20-24,16
U_02_1_25-29,18
U_02_1_30-34,39
U_02_1_35-39,49
U_02_1_5-9,1
U_02_1_Menor de 1,13
U_02_2_1-4,5
U_02_2_10-14,6
U_02_2_40-44,43
U_02_2_5-9,7
U_02_2_Menor de 1,13
U_03_1_1-4,35
U_03_1_10-14,4
U_03_1_15-19,8
U_03_1_20-24,18
U_03_1_25-29,34
U_03_1_30-34,39
U_03_1_5-9,13
U_03_1_Menor de 1,25
U_03_2_1-4,12
U_03_2_10-14,6
U_03_2_15-19,13
U_03_2_20-24,22
U_03_2_25-29,24
U_03_2_30-34,32
U_03_2_35-39,35
U_03_2_40-44,45
U_03_2_45-49,48
U_03_2_5-9,9
U_03_2_Menor de 1,15
U_04_1_1-4,21
U_04_1_10-14,4
U_04_1_15-19,4
U_04_1_20-24,15
U_04_1_25-29,17
U_04_1_30-34,40
U_04_1_5-9,3
U_04_1_Menor de 1,9
U_04_2_1-4,13
U_04_2_10-14,3
U_04_2_15-19,10
U_04_2_20-24,10
U_04_2_25-29,24
U_04_2_30-34,21
U_04_2_35-39,31
U_04_2_40-44,44
U_04_2_5-9,12
U_04_2_80-84,37
U_04_2_85 y más,36
U_04_2_Menor de 1,5
U_05_1_1-4,33
U_05_1_10-14,22
U_05_1_15-19,19
U_05_1_20-24,23
U_05_1_5-9,14
U_05_1_Menor de 1,48
U_05_2_1-4,25
U_05_2_10-14,13
U_05_2_15-19,29
U_05_2_5-9,5
U_05_2_Menor de 1,27
U_06_1_1-4,42
U_06_1_10-14,22
U_06_1_15-19,14
U_06_1_20-24,20
U_06_1_5-9,17
U_06_2_1-4,28
U_06_2_10-14,12
U_06_2_15-19,12
U_06_2_20-24,19
U_06_2_25-29,48
U_06_2_5-9,14
U_06_2_Menor de 1,43
U_07_1_1-4,11
U_07_1_10-14,15
U_07_1_15-19,15
U_07_1_20-24,37
U_07_1_5-9,8
U_07_1_Menor de 1,36
U_07_2_1-4,13
U_07_2_10-14,10
U_07_2_15-19,16
U_07_2_20-24,42
U_07_2_5-9,9
U_07_2_Menor de 1,35
U_08_1_1-4,33
U_08_1_10-14,9
U_08_1_15-19,5
U_08_1_20-24,14
U_08_1_25-29,21
U_08_1_30-34,26
U_08_1_35-39,34
U_08_1_40-44,49
U_08_1_5-9,12
U_08_1_80-84,49
U_08_1_85 y más,45
U_08_1_Menor de 1,21
U_08_2_1-4,25
U_08_2_10-14,10
U_08_2_15-19,27
U_08_2_20-24,24
U_08_2_25-29,31
U_08_2_30-34,28
U_08_2_35-39,29
U_08_2_40-44,30
U_08_2_45-49,48
U_08_2_5-9,15
U_08_2_50-54,47
U_08_2_70-74,44
U_08_2_75-79,38
U_08_2_80-84,43
U_08_2_85 y más,42
U_08_2_Menor de 1,19
U_10_1_1-4,22
U_10_1_10-14,16
U_10_1_15-19,16
U_10_1_20-24,22
U_10_1_25-29,39
U_10_1_5-9,8
U_10_1_Menor de 1,22
U_10_2_1-4,13
U_10_2_10-14,10
U_10_2_15-19,20
U_10_2_20-24,44
U_10_2_5-9,9
U_10_2_Menor de 1,17
U_11_1_1-4,24
U_11_1_10-14,8
U_11_1_15-19,10
U_11_1_20-24,30
U_11_1_5-9,12
U_11_1_Menor de 1,20
U_11_2_1-4,21
U_11_2_10-14,11
U_11_2_15-19,16
U_11_2_20-24,24
U_11_2_25-29,41
U_11_2_5-9,16
U_11_2_Menor de 1,22
U_12_1_1-4,23
U_12_1_10-14,23
U_12_1_15-19,12
U_12_1_20-24,26
U_12_1_5-9,14
U_12_1_Menor de 1,28
U_12_2_1-4,19
U_12_2_10-14,10
U_12_2_15-19,22
U_12_2_20-24,40
U_12_2_30-34,49
U_12_2_5-9,17
U_12_2_Menor de 1,15
U_13_1_10-14,25
U_13_1_15-19,20
U_13_1_20-24,41
U_13_1_5-9,37
U_13_2_10-14,28
U_13_2_15-19,37
U_13_2_5-9,33
U_13_2_Menor de 1,42
U_14_1_1-4,8
U_14_1_10-14,5
U_14_1_15-19,12
U_14_1_20-24,9
U_14_1_25-29,24
U_14_1_30-34,31
U_14_1_35-39,48
U_14_1_45-49,41
U_14_1_5-9,6
U_14_1_70-74,36
U_14_1_75-79,45
U_14_1_80-84,41
U_14_1_Menor de 1,28
U_14_2_1-4,10
U_14_2_10-14,4
U_14_2_15-19,12
U_14_2_20-24,15
U_14_2_25-29,32
U_14_2_30-34,41
U_14_2_35-39,34
U_14_2_40-44,27
U_14_2_45-49,31
U_14_2_5-9,5
U_14_2_50-54,31
U_14_2_60-64,48
U_14_2_65-69,46
U_14_2_70-74,36
U_14_2_75-79,39
U_14_2_80-84,39
U_14_2_85 y más,42
U_14_2_Menor de 1,22
U_15_1_1-4,15
U_15_1_10-14,10
U_15_1_15-19,7
U_15_1_20-24,7
U_15_1_25-29,9
U_15_1_30-34,20
U_15_1_35-39,9
U_15_1_40-44,35
U_15_1_45-49,33
U_15_1_5-9,12
U_15_1_50-54,35
U_15_1_55-59,38
U_15_1_60-64,40
U_15_1_65-69,33
U_15_1_70-74,27
U_15_1_75-79,37
U_15_1_80-84,17
U_15_1_85 y más,18
U_15_1_Menor de 1,29
U_15_2_1-4,25
U_15_2_10-14,10
U_15_2_15-19,6
U_15_2_20-24,15
U_15_2_25-29,14
U_15_2_30-34,21
U_15_2_35-39,21
U_15_2_40-44,15
U_15_2_45-49,16
U_15_2_5-9,7
U_15_2_50-54,30
U_15_2_55-59,16
U_15_2_60-64,29
U_15_2_65-69,21
U_15_2_70-74,14
U_15_2_75-79,11
U_15_2_80-84,14
U_15_2_85 y más,12
U_15_2_Menor de 1,20
U_16_1_1-4,5
U_16_1_10-14,3
U_16_1_15-19,6
U_16_1_20-24,3
U_16_1_25-29,7
U_16_1_30-34,12
U_16_1_35-39,19
U_16_1_40-44,17
U_16_1_45-49,23
U_16_1_50-54,43
U_16_1_55-59,29
U_16_1_60-64,41
U_16_1_65-69,22
U_16_1_70-74,30
U_16_1_75-79,19
U_16_1_80-84,16
U_16_1_85 y más,18
U_16_1_Menor de 1,4
U_16_2_1-4,3
U_16_2_10-14,2
U_16_2_15-19,5
U_16_2_20-24,6
U_16_2_25-29,12
U_16_2_30-34,14
U_16_2_35-39,11
U_16_2_40-44,17
U_16_2_45-49,17
U_16_2_50-54,18
U_16_2_55-59,22
U_16_2_60-64,16
U_16_2_65-69,14
U_16_2_70-74,22
U_16_2_75-79,6
U_16_2_80-84,15
U_16_2_85 y más,19
U_16_2_Menor de 1,10
U_18_1_1-4,38
U_18_1_10-14,22
U_18_1_15-19,18
U_18_1_20-24,43
U_18_1_5-9,26
U_18_1_Menor de 1,28
U_18_2_1-4,44
U_18_2_10-14,23
U_18_2_15-19,17
U_18_2_20-24,26
U_18_2_5-9,19
U_18_2_Menor de 1,31
U_19_1_1-4,3
U_19_1_10-14,4
U_19_1_15-19,7
U_19_1_20-24,7
U_19_1_25-29,13
U_19_1_30-34,9
U_19_1_35-39,33
U_19_1_40-44,21
U_19_1_45-49,29
U_19_1_5-9,3
U_19_1_50-54,31
U_19_1_55-59,36
U_19_1_60-64,48
U_19_1_65-69,37
U_19_1_70-74,30
U_19_1_75-79,36
U_19_1_80-84,36
U_19_1_85 y más,34
U_19_1_Menor de 1,5
U_19_2_1-4,5
U_19_2_10-14,2
U_19_2_15-19,9
U_19_2_20-24,12
U_19_2_25-29,14
U_19_2_30-34,16
U_19_2_35-39,12
U_19_2_40-44,12
U_19_2_45-49,16
U_19_2_5-9,1
U_19_2_50-54,18
U_19_2_55-59,22
U_19_2_60-64,23
U_19_2_65-69,24
U_19_2_70-74,26
U_19_2_75-79,20
U_19_2_80-84,25
U_19_2_85 y más,27
U_19_2_Menor de 1,6
U_20_1_1-4,1
U_20_1_15-19,2
U_20_1_20-24,1
U_20_1_25-29,3
U_20_1_30-34,5
U_20_1_35-39,3
U_20_1_40-44,9
U_20_1_45-49,5
U_20_1_5-9,1
U_20_1_50-54,10
U_20_1_55-59,19
U_20_1_60-64,13
U_20_1_65-69,13
U_20_1_70-74,6
U_20_1_75-79,7
U_20_1_80-84,1
U_20_1_85 y más,3
U_20_1_Menor de 1,2
U_20_2_10-14,2
U_20_2_20-24,1
U_20_2_25-29,4
U_20_2_30-34,3
U_20_2_35-39,3
U_20_2_40-44,3
U_20_2_45-49,1
U_20_2_50-54,6
U_20_2_55-59,6
U_20_2_60-64,5
U_20_2_65-69,7
U_20_2_70-74,4
U_20_2_75-79,2
U_20_2_80-84,3
U_20_2_85 y más,1
U_21_1_1-4,19
U_21_1_10-14,1
U_21_1_15-19,4
U_21_1_20-24,8
U_21_1_25-29,21
U_21_1_30-34,33
U_21_1_5-9,9
U_21_1_65-69,46
U_21_1_75-79,40
U_21_1_80-84,21
U_21_1_85 y más,30
U_21_1_Menor de 1,17
U_21_2_1-4,15
U_21_2_10-14,2
U_21_2_15-19,19
U_21_2_20-24,21
U_21_2_25-29,24
U_21_2_30-34,26
U_21_2_35-39,25
U_21_2_40-44,30
U_21_2_45-49,31
U_21_2_5-9,5
U_21_2_50-54,40
U_21_2_55-59,40
U_21_2_60-64,47
U_21_2_65-69,35
U_21_2_70-74,29
U_21_2_75-79,22
U_21_2_80-84,15
U_21_2_85 y más,16
U_21_2_Menor de 1,9
U_22_1_1-4,4
U_22_1_10-14,7
U_22_1_15-19,6
U_22_1_20-24,8
U_22_1_25-29,19
U_22_1_30-34,17
U_22_1_35-39,42
U_22_1_40-44,37
U_22_1_45-49,45
U_22_1_5-9,6
U_22_1_50-54,44
U_22_1_55-59,47
U_22_1_60-64,49
U_22_1_65-69,44
U_22_1_70-74,38
U_22_1_75-79,22
U_22_1_80-84,20
U_22_1_85 y más,21
U_22_1_Menor de 1,10
U_22_2_1-4,7
U_22_2_10-14,7
U_22_2_20-24,6
U_22_2_25-29,20
U_22_2_30-34,20
U_22_2_35-39,24
U_22_2_40-44,18
U_22_2_45-49,19
U_22_2_5-9,5
U_22_2_50-54,34
U_22_2_55-59,21
U_22_2_60-64,33
U_22_2_65-69,26
U_22_2_70-74,22
U_22_2_75-79,10
U_22_2_80-84,18
U_22_2_85 y más,11
U_22_2_Menor de 1,3
U_23_1_1-4,44
U_23_1_10-14,8
U_23_1_15-19,9
U_23_1_20-24,21
U_23_1_25-29,43
U_23_1_5-9,8
U_23_1_Menor de 1,34
U_23_2_1-4,20
U_23_2_10-14,15
U_23_2_15-19,17
U_23_2_20-24,27
U_23_2_25-29,41
U_23_2_5-9,12
U_23_2_Menor de 1,20
U_24_1_1-4,3
U_24_1_10-14,3
U_24_1_15-19,9
U_24_1_20-24,8
U_24_1_25-29,16
U_24_1_30-34,21
U_24_1_5-9,4
U_24_1_80-84,38
U_24_1_Menor de 1,11
U_24_2_1-4,3
U_24_2_10-14,1
U_24_2_15-19,10
U_24_2_20-24,13
U_24_2_25-29,13
U_24_2_30-34,12
U_24_2_35-39,17
U_24_2_40-44,23
U_24_2_45-49,36
U_24_2_5-9,1
U_24_2_50-54,41
U_24_2_75-79,33
U_24_2_80-84,29
U_24_2_85 y más,32
U_24_2_Menor de 1,7
U_88_1_20-24,1
U_88_1_30-34,3
U_88_1_35-39,2
U_88_1_40-44,3
U_88_1_45-49,3
U_88_1_50-54,2
U_88_1_55-59,3
U_88_1_60-64,4
U_88_1_65-69,2
U_88_1_70-74,1
U_88_1_80-84,2
U_88_1_85 y más,1
U_88_2_25-29,2
U_88_2_30-34,1
U_88_2_35-39,3
U_88_2_40-44,2
U_88_2_45-49,1
U_88_2_50-54,2
U_88_2_55-59,2
U_88_2_60-64,2
U_88_2_65-69,2
U_88_2_70-74,3
U_88_2_75-79,1
Z_01_1_1-4,23
Z_01_1_10-14,8
Z_01_1_5-9,13
Z_01_1_50-54,46
Z_01_1_55-59,45
Z_01_1_60-64,22
Z_01_1_65-69,27
Z_01_1_70-74,22
Z_01_1_75-79,17
Z_01_1_80-84,8
Z_01_1_85 y más,6
Z_01_1_Menor de 1,13
Z_01_2_1-4,10
Z_01_2_10-14,23
Z_01_2_5-9,9
Z_01_2_70-74,27
Z_01_2_75-79,22
Z_01_2_80-84,10
Z_01_2_85 y más,13
Z_01_2_Menor de 1,4
Z_02_1_1-4,22
Z_02_1_10-14,30
Z_02_1_15-19,4
Z_02_1_20-24,27
Z_02_1_25-29,3
Z_02_1_30-34,11
Z_02_1_35-39,29
Z_02_1_40-44,10
Z_02_1_45-49,10
Z_02_1_5-9,24
Z_02_1_50-54,5
Z_02_1_55-59,14
Z_02_1_60-64,14
Z_02_1_65-69,18
Z_02_1_70-74,9
Z_02_1_75-79,11
Z_02_1_80-84,22
Z_02_1_85 y más,5
Z_02_2_1-4,7
Z_02_2_10-14,8
Z_02_2_15-19,40
Z_02_2_45-49,12
Z_02_2_5-9,8
Z_02_2_50-54,26
Z_02_2_55-59,23
Z_02_2_60-64,19
Z_02_2_65-69,9
Z_02_2_70-74,8
Z_02_2_75-79,6
Z_02_2_85 y más,5
Z_02_2_Menor de 1,2
Z_03_1_1-4,13
Z_03_1_10-14,9
Z_03_1_15-19,16
Z_03_1_20-24,30
Z_03_1_25-29,18
Z_03_1_30-34,30
Z_03_1_35-39,19
Z_03_1_40-44,14
Z_03_1_45-49,13
Z_03_1_5-9,11
Z_03_1_50-54,7
Z_03_1_55-59,7
Z_03_1_60-64,5
Z_03_1_65-69,13
Z_03_1_70-74,10
Z_03_1_75-79,5
Z_03_1_80-84,5
Z_03_1_85 y más,3
Z_03_1_Menor de 1,4
Z_03_2_1-4,13
Z_03_2_10-14,16
Z_03_2_15-19,38
Z_03_2_45-49,43
Z_03_2_5-9,8
Z_03_2_50-54,20
Z_03_2_55-59,11
Z_03_2_60-64,16
Z_03_2_65-69,7
Z_03_2_70-74,6
Z_03_2_75-79,7
Z_03_2_80-84,5
Z_03_2_85 y más,2
Z_03_2_Menor de 1,7
Z_04_1_1-4,27
Z_04_1_15-19,26
Z_04_1_20-24,28
Z_04_1_25-29,39
Z_04_1_40-44,49
Z_04_1_45-49,45
Z_04_1_5-9,43
Z_04_1_50-54,38
Z_04_1_55-59,26
Z_04_1_65-69,45
Z_04_1_70-74,4
Z_04_1_75-79,17
Z_04_1_80-84,13
Z_04_1_85 y más,2
Z_04_1_Menor de 1,2
Z_04_2_1-4,23
Z_04_2_10-14,13
Z_04_2_15-19,28
Z_04_2_45-49,43
Z_04_2_5-9,9
Z_04_2_50-54,33
Z_04_2_55-59,41
Z_04_2_60-64,23
Z_04_2_65-69,34
Z_04_2_70-74,38
Z_04_2_75-79,3
Z_04_2_80-84,5
Z_04_2_85 y más,7
Z_04_2_Menor de 1,5
Z_05_1_15-19,38
Z_05_1_20-24,27
Z_05_1_45-49,47
Z_05_1_70-74,26
Z_05_1_80-84,28
Z_05_1_85 y más,4
Z_05_1_Menor de 1,22
Z_05_2_10-14,36
Z_05_2_60-64,49
Z_05_2_70-74,34
Z_05_2_75-79,16
Z_05_2_80-84,12
Z_05_2_85 y más,4
Z_05_2_Menor de 1,5
Z_06_1_1-4,30
Z_06_1_10-14,26
Z_06_1_15-19,45
Z_06_1_20-24,30
Z_06_1_25-29,40
Z_06_1_45-49,36
Z_06_1_5-9,20
Z_06_1_55-59,28
Z_06_1_65-69,31
Z_06_1_75-79,25
Z_06_1_80-84,15
Z_06_1_85 y más,8
Z_06_2_1-4,18
Z_06_2_10-14,40
Z_06_2_5-9,34
Z_06_2_75-79,19
Z_06_2_80-84,8
Z_06_2_85 y más,3
Z_07_1_1-4,8
Z_07_1_10-14,13
Z_07_1_15-19,15
Z_07_1_20-24,29
Z_07_1_25-29,34
Z_07_1_30-34,44
Z_07_1_35-39,35
Z_07_1_40-44,31
Z_07_1_45-49,17
Z_07_1_5-9,13
Z_07_1_50-54,19
Z_07_1_55-59,8
Z_07_1_60-64,19
Z_07_1_65-69,18
Z_07_1_70-74,11
Z_07_1_75-79,9
Z_07_1_80-84,4
Z_07_1_85 y más,2
Z_07_1_Menor de 1,3
Z_07_2_1-4,12
Z_07_2_10-14,2
Z_07_2_15-19,38
Z_07_2_45-49,47
Z_07_2_5-9,5
Z_07_2_50-54,25
Z_07_2_55-59,18
Z_07_2_60-64,12
Z_07_2_65-69,11
Z_07_2_70-74,9
Z_07_2_75-79,9
Z_07_2_80-84,8
Z_07_2_85 y más,2
Z_07_2_Menor de 1,1
Z_08_1_1-4,10
Z_08_1_10-14,8
Z_08_1_15-19,22
Z_08_1_20-24,22
Z_08_1_25-29,19
Z_08_1_30-34,40
Z_08_1_35-39,43
Z_08_1_40-44,39
Z_08_1_45-49,18
Z_08_1_5-9,19
Z_08_1_50-54,14
Z_08_1_55-59,13
Z_08_1_60-64,30
Z_08_1_65-69,24
Z_08_1_70-74,22
Z_08_1_75-79,11
Z_08_1_80-84,10
Z_08_1_85 y más,2
Z_08_1_Menor de 1,8
Z_08_2_1-4,36
Z_08_2_10-14,20
Z_08_2_15-19,36
Z_08_2_45-49,44
Z_08_2_5-9,10
Z_08_2_50-54,20
Z_08_2_55-59,21
Z_08_2_60-64,26
Z_08_2_65-69,37
Z_08_2_70-74,7
Z_08_2_75-79,11
Z_08_2_85 y más,3
Z_08_2_Menor de 1,7
Z_09_1_Menor de 1,23
Z_09_2_5-9,48
Z_09_2_Menor de 1,16
Z_10_1_5-9,49
Z_10_1_80-84,14
Z_10_1_85 y más,19
Z_10_1_Menor de 1,5
Z_10_2_1-4,31
Z_10_2_10-14,38
Z_10_2_80-84,12
Z_10_2_85 y más,22
Z_10_2_Menor de 1,6
Z_11_1_1-4,9
Z_11_1_10-14,35
Z_11_1_15-19,43
Z_11_1_25-29,46
Z_11_1_30-34,42
Z_11_1_35-39,49
Z_11_1_40-44,46
Z_11_1_45-49,33
Z_11_1_5-9,12
Z_11_1_50-54,11
Z_11_1_55-59,8
Z_11_1_60-64,11
Z_11_1_65-69,31
Z_11_1_70-74,9
Z_11_1_75-79,11
Z_11_1_80-84,4
Z_11_1_85 y más,4
Z_11_1_Menor de 1,6
Z_11_2_1-4,5
Z_11_2_10-14,47
Z_11_2_5-9,6
Z_11_2_55-59,45
Z_11_2_60-64,27
Z_11_2_65-69,25
Z_11_2_70-74,14
Z_11_2_75-79,6
Z_11_2_80-84,4
Z_11_2_85 y más,1
Z_11_2_Menor de 1,3
Z_12_1_1-4,19
Z_12_1_10-14,19
Z_12_1_15-19,19
Z_12_1_20-24,21
Z_12_1_25-29,31
Z_12_1_30-34,34
Z_12_1_35-39,31
Z_12_1_40-44,31
Z_12_1_45-49,37
Z_12_1_5-9,12
Z_12_1_50-54,36
Z_12_1_55-59,35
Z_12_1_60-64,27
Z_12_1_65-69,20
Z_12_1_70-74,19
Z_12_1_75-79,11
Z_12_1_80-84,4
Z_12_1_85 y más,4
Z_12_1_Menor de 1,3
Z_12_2_1-4,10
Z_12_2_10-14,24
Z_12_2_5-9,7
Z_12_2_50-54,38
Z_12_2_55-59,41
Z_12_2_60-64,32
Z_12_2_65-69,26
Z_12_2_70-74,26
Z_12_2_75-79,21
Z_12_2_80-84,3
Z_12_2_85 y más,3
Z_12_2_Menor de 1,2
Z_13_1_1-4,46
Z_13_1_10-14,32
Z_13_1_5-9,29
Z_13_1_65-69,45
Z_13_1_70-74,44
Z_13_1_75-79,31
Z_13_1_80-84,12
Z_13_1_85 y más,9
Z_13_1_Menor de 1,10
Z_13_2_1-4,47
Z_13_2_10-14,38
Z_13_2_5-9,20
Z_13_2_75-79,43
Z_13_2_80-84,21
Z_13_2_85 y más,18
Z_13_2_Menor de 1,32
Z_14_1_1-4,14
Z_14_1_10-14,12
Z_14_1_15-19,5
Z_14_1_20-24,5
Z_14_1_25-29,13
Z_14_1_30-34,19
Z_14_1_35-39,23
Z_14_1_40-44,11
Z_14_1_45-49,32
Z_14_1_5-9,12
Z_14_1_50-54,6
Z_14_1_55-59,3
Z_14_1_60-64,10
Z_14_1_65-69,1
Z_14_1_70-74,6
Z_14_1_75-79,16
Z_14_1_80-84,1
Z_14_1_85 y más,1
Z_14_1_Menor de 1,2
Z_14_2_1-4,5
Z_14_2_10-14,15
Z_14_2_45-49,7
Z_14_2_5-9,8
Z_14_2_50-54,10
Z_14_2_55-59,8
Z_14_2_60-64,7
Z_14_2_65-69,4
Z_14_2_70-74,1
Z_14_2_75-79,2
Z_14_2_80-84,2
Z_14_2_Menor de 1,1
Z_15_1_1-4,26
Z_15_1_10-14,7
Z_15_1_15-19,8
Z_15_1_20-24,9
Z_15_1_25-29,10
Z_15_1_30-34,11
Z_15_1_35-39,10
Z_15_1_40-44,20
Z_15_1_45-49,11
Z_15_1_5-9,11
Z_15_1_50-54,9
Z_15_1_55-59,3
Z_15_1_60-64,11
Z_15_1_65-69,3
Z_15_1_70-74,2
Z_15_1_75-79,19
Z_15_1_80-84,3
Z_15_1_85 y más,2
Z_15_1_Menor de 1,15
Z_15_2_1-4,20
Z_15_2_10-14,8
Z_15_2_15-19,39
Z_15_2_20-24,42
Z_15_2_45-49,10
Z_15_2_5-9,10
Z_15_2_50-54,22
Z_15_2_55-59,41
Z_15_2_60-64,8
Z_15_2_65-69,8
Z_15_2_70-74,4
Z_15_2_75-79,2
Z_15_2_80-84,3
Z_15_2_85 y más,1
Z_15_2_Menor de 1,13
Z_16_1_1-4,35
Z_16_1_10-14,3
Z_16_1_15-19,7
Z_16_1_20-24,8
Z_16_1_25-29,15
Z_16_1_30-34,46
Z_16_1_35-39,20
Z_16_1_40-44,15
Z_16_1_45-49,20
Z_16_1_5-9,17
Z_16_1_50-54,17
Z_16_1_55-59,6
Z_16_1_60-64,11
Z_16_1_65-69,15
Z_16_1_70-74,21
Z_16_1_75-79,15
Z_16_1_80-84,5
Z_16_1_85 y más,4
Z_16_1_Menor de 1,25
Z_16_2_1-4,7
Z_16_2_10-14,7
Z_16_2_15-19,23
Z_16_2_20-24,46
Z_16_2_30-34,45
Z_16_2_40-44,44
Z_16_2_45-49,25
Z_16_2_5-9,8
Z_16_2_50-54,35
Z_16_2_55-59,22
Z_16_2_60-64,20
Z_16_2_65-69,19
Z_16_2_70-74,8
Z_16_2_75-79,5
Z_16_2_80-84,12
Z_16_2_Menor de 1,14
Z_18_1_85 y más,46
Z_18_1_Menor de 1,15
Z_18_2_5-9,48
Z_18_2_85 y más,39
Z_18_2_Menor de 1,14
Z_19_1_1-4,4
Z_19_1_10-14,8
Z_19_1_15-19,20
Z_19_1_20-24,17
Z_19_1_25-29,31
Z_19_1_30-34,27
Z_19_1_35-39,26
Z_19_1_40-44,16
Z_19_1_45-49,8
Z_19_1_5-9,15
Z_19_1_50-54,5
Z_19_1_55-59,4
Z_19_1_60-64,2
Z_19_1_65-69,3
Z_19_1_70-74,1
Z_19_1_75-79,1
Z_19_2_1-4,3
Z_19_2_10-14,10
Z_19_2_15-19,37
Z_19_2_20-24,48
Z_19_2_40-44,21
Z_19_2_45-49,15
Z_19_2_5-9,4
Z_19_2_50-54,6
Z_19_2_55-59,21
Z_19_2_60-64,1
Z_19_2_65-69,2
Z_19_2_70-74,3
Z_19_2_80-84,1
Z_20_1_1-4,2
Z_20_1_15-19,1
Z_20_1_20-24,4
Z_20_1_25-29,11
Z_20_1_30-34,16
Z_20_1_35-39,26
Z_20_1_40-44,17
Z_20_1_45-49,8
Z_20_1_5-9,4
Z_20_1_50-54,3
Z_20_1_60-64,12
Z_20_1_85 y más,1
Z_20_2_1-4,1
Z_20_2_15-19,4
Z_20_2_20-24,11
Z_20_2_25-29,32
Z_20_2_30-34,38
Z_20_2_35-39,23
Z_20_2_40-44,21
Z_20_2_45-49,6
Z_20_2_50-54,14
Z_20_2_55-59,1
Z_20_2_60-64,1
Z_20_2_70-74,1
Z_21_1_1-4,12
Z_21_1_10-14,28
Z_21_1_15-19,24
Z_21_1_20-24,17
Z_21_1_25-29,28
Z_21_1_30-34,36
Z_21_1_35-39,40
Z_21_1_40-44,28
Z_21_1_45-49,32
Z_21_1_5-9,25
Z_21_1_50-54,21
Z_21_1_55-59,8
Z_21_1_60-64,11
Z_21_1_65-69,20
Z_21_1_70-74,4
Z_21_1_75-79,1
Z_21_1_80-84,1
Z_21_1_85 y más,1
Z_21_1_Menor de 1,3
Z_21_2_1-4,27
Z_21_2_10-14,17
Z_21_2_15-19,32
Z_21_2_45-49,46
Z_21_2_5-9,6
Z_21_2_50-54,25
Z_21_2_55-59,13
Z_21_2_60-64,16
Z_21_2_65-69,5
Z_21_2_70-74,13
Z_21_2_75-79,2
Z_21_2_80-84,3
Z_22_1_1-4,24
Z_22_1_10-14,3
Z_22_1_15-19,2
Z_22_1_20-24,5
Z_22_1_25-29,7
Z_22_1_30-34,20
Z_22_1_35-39,27
Z_22_1_40-44,12
Z_22_1_45-49,5
Z_22_1_5-9,23
Z_22_1_50-54,12
Z_22_1_55-59,20
Z_22_1_60-64,6
Z_22_1_65-69,9
Z_22_1_75-79,6
Z_22_1_80-84,1
Z_22_1_Menor de 1,2
Z_22_2_1-4,10
Z_22_2_10-14,10
Z_22_2_15-19,41
Z_22_2_20-24,48
Z_22_2_40-44,37
Z_22_2_45-49,20
Z_22_2_5-9,8
Z_22_2_50-54,6
Z_22_2_55-59,34
Z_22_2_60-64,12
Z_22_2_65-69,10
Z_22_2_70-74,2
Z_22_2_75-79,4
Z_23_1_1-4,39
Z_23_1_10-14,30
Z_23_1_45-49,37
Z_23_1_5-9,49
Z_23_1_50-54,32
Z_23_1_55-59,44
Z_23_1_60-64,23
Z_23_1_65-69,19
Z_23_1_70-74,18
Z_23_1_75-79,34
Z_23_1_80-84,7
Z_23_1_85 y más,4
Z_23_1_Menor de 1,9
Z_23_2_1-4,16
Z_23_2_10-14,31
Z_23_2_5-9,46
Z_23_2_60-64,39
Z_23_2_70-74,28
Z_23_2_75-79,11
Z_23_2_80-84,8
Z_23_2_85 y más,2
Z_23_2_Menor de 1,5
Z_24_1_1-4,2
Z_24_1_10-14,6
Z_24_1_15-19,15
Z_24_1_20-24,11
Z_24_1_25-29,12
Z_24_1_30-34,17
Z_24_1_35-39,15
Z_24_1_40-44,13
Z_24_1_45-49,8
Z_24_1_5-9,2
Z_24_1_50-54,9
Z_24_1_55-59,9
Z_24_1_60-64,6
Z_24_1_65-69,11
Z_24_1_70-74,9
Z_24_1_75-79,5
Z_24_1_80-84,3
Z_24_1_85 y más,4
Z_24_2_1-4,2
Z_24_2_10-14,8
Z_24_2_15-19,48
Z_24_2_45-49,28
Z_24_2_5-9,3
Z_24_2_50-54,15
Z_24_2_55-59,10
Z_24_2_60-64,12
Z_24_2_65-69,8
Z_24_2_70-74,3
Z_24_2_75-79,4
Z_24_2_80-84,3
Z_24_2_85 y más,1
Z_24_2_Menor de 1,1
Z_88_1_10-14,1
Z_88_1_15-19,1
Z_88_1_20-24,1
Z_88_1_25-29,1
Z_88_1_30-34,2
Z_88_1_35-39,1
Z_88_1_45-49,2
Z_88_1_55-59,2
Z_88_2_10-14,1
Z_88_2_15-19,9
Z_88_2_20-24,11
Z_88_2_25-29,16
Z_88_2_30-34,21
Z_88_2_35-39,14
Z_88_2_40-44,11
Z_88_2_45-49,8
Z_88_2_50-54,7
Z_88_2_55-59,3
Z_88_2_60-64,4
Z_88_2_65-69,1
